Product,Category,Rating,Review,Platform,Date,Sentiment_score,Issue,RSI
Samsung Charger 25W,Accessories,4.0,average road evidence firm bit forget task,AMAZON,2022-02-21,-0.2263,none,0.22552
Samsung Galaxy Book 3,Smartphone,4.0,bad stop buy production evidence outside fly,amazon,2023-01-02,-0.6908,general_issue,0.6113200000000001
Samsung Galaxy Tab S7 FE,Smartphone,1.0,worth it organization successful speak skill discover beat,AMAZON,2024-07-18,0.6908,none,0.36
Samsung Galaxy A34,Smartphone,4.0,waste of money get sense still seek after,AMAZON,2023-02-18,-0.4215,general_issue,0.5036
Samsung Galaxy S22,Smartphone,1.0,worth it board soldier mention modern she protect result issue charging problem,flipkart,2024-07-20,0.2023,battery,0.56
Samsung Buds Live,Accessories,4.0,bad affect space television voice mrs present network,amazon,2022-07-04,-0.5423,connectivity,0.55192
Samsung Galaxy M53,Smartphone,3.0,not great want most help community issue camera quality is poor,FLIPKART,2023-05-28,-0.5608,camera,0.63432
Samsung Galaxy Tab A8,Smartphone,3.0,worth it issue charging problem,FLIPKART,2023-10-26,-0.2023,battery,0.49092
Samsung Galaxy A14,Smartphone,3.0,worth it who weight something sort population issue charging problem,flipkart,2022-12-02,-0.2023,battery,0.49092
Samsung Galaxy Tab S7 FE,Smartphone,4.0,worth it good popular for on us prove prove,AMAZON,2022-09-11,0.765,none,0.135
Samsung Galaxy Tab S7 FE,Smartphone,4.0,excellent mind ground age war evening glass old,amazon,2022-07-06,-0.0516,none,0.15564
Samsung Galaxy Tab S7 FE,Smartphone,4.0,average visit accept since,AMAZON,2022-08-22,0.3818,none,0.135
Samsung Galaxy S22,Smartphone,4.0,not great ask think she,AMAZON,2024-07-09,-0.5096,none,0.33884000000000003
Samsung Galaxy S22,Smartphone,5.0,excellent stock travel especially garden box,AMAZON,2024-01-14,0.5719,none,0.06
Samsung Galaxy M53,Smartphone,4.0,waste of money father measure rate color beautiful wrong,amazon,2022-06-24,-0.25,general_issue,0.435
Samsung Galaxy A14,Smartphone,4.0,good rock air never statement almost city,flipkart,2024-12-08,0.4404,software,0.335
Samsung Galaxy A54,Smartphone,4.0,waste of money partner build focus just seek development option,amazon,2024-02-26,-0.4215,camera,0.5036
Samsung Galaxy A34,Smartphone,4.0,good expert board away continue their financial benefit,AMAZON,2024-11-13,0.7096,none,0.135
Samsung Galaxy Book 3,Smartphone,4.0,worth it serve appear push security program as outside,amazon,2022-11-24,0.5106,software,0.335
Samsung Galaxy Book 3,Smartphone,4.0,excellent country stuff lay protect television people necessary,AMAZON,2024-02-15,0.743,none,0.135
Samsung Galaxy A54,Smartphone,5.0,worth it set share want north security onto,FLIPKART,2024-02-19,0.7003,none,0.06
Samsung Galaxy M14,Smartphone,5.0,good true material yourself color listen,FLIPKART,2022-03-31,0.6908,build_quality,0.26
Samsung Charger 25W,Accessories,1.0,worth it issue camera quality is poor,FLIPKART,2022-12-16,-0.296,camera,0.6784000000000001
Samsung Galaxy Tab A8,Smartphone,5.0,waste of money high group feel hear maybe throughout market bad,AMAZON,2023-11-18,-0.743,general_issue,0.5572
Samsung Galaxy S21 FE,Smartphone,4.0,excellent even fact anything,AMAZON,2022-11-04,0.5719,none,0.135
Samsung Buds Live,Accessories,4.0,not great appear college collection herself choose region my certainly,amazon,2022-11-29,-0.2249,software,0.42496
Samsung Galaxy S22,Smartphone,4.0,average modern energy it political word live education,FLIPKART,2022-10-24,0.2732,none,0.135
Samsung Galaxy Tab A8,Smartphone,3.0,bad sing three leg level two manager issue display flickering,AMAZON,2023-01-02,-0.5423,display,0.6269200000000001
Samsung Galaxy S22,Smartphone,4.0,average member result window include,amazon,2022-04-16,0.0,none,0.135
Samsung Buds Live,Accessories,4.0,worth it traditional unit practice old hot,amazon,2024-05-09,0.2263,heating,0.335
Samsung Galaxy A54,Smartphone,4.0,worth it young pattern hundred identify what great,FLIPKART,2023-09-23,0.7184,none,0.135
Samsung Galaxy M14,Smartphone,4.0,waste of money control fall radio yet in,amazon,2023-09-26,-0.4215,general_issue,0.5036
Samsung Buds Live,Accessories,3.0,excellent paper analysis group they,AMAZON,2024-07-02,0.5719,none,0.21
Samsung Buds 2,Accessories,4.0,bad very week few production too deep,amazon,2023-08-15,-0.5423,general_issue,0.55192
Samsung Galaxy M34,Smartphone,1.0,average issue display flickering,FLIPKART,2023-01-06,0.0,display,0.56
Samsung Washing Machine,Other,3.0,speaker quality is amazing,flipkart,2022-08-29,0.5859,sound,0.41
Samsung Galaxy M53,Smartphone,3.0,bad issue battery draining fast,amazon,2022-09-27,-0.5423,battery,0.6269200000000001
Samsung Galaxy M14,Smartphone,3.0,worth it often win eye president issue battery draining fast,amazon,2023-02-20,0.6908,battery,0.41
Samsung Galaxy A14,Smartphone,4.0,bad serious most black something method hand federal,FLIPKART,2022-01-08,-0.1531,software,0.39624
Samsung Galaxy A14,Smartphone,4.0,bad will but draw create party thank anything,flipkart,2023-06-03,0.802,general_issue,0.335
Samsung Galaxy A14,Smartphone,5.0,good season dark into practice possible,amazon,2022-01-26,0.4404,software,0.26
Samsung Galaxy M14,Smartphone,3.0,not great tough current thought why group issue display flickering,flipkart,2024-07-28,-0.4449,display,0.58796
Samsung Buds Live,Accessories,4.0,excellent measure whether source,AMAZON,2024-10-16,0.5719,none,0.135
Samsung Galaxy S22,Smartphone,5.0,bad test real shoulder,flipkart,2024-10-18,-0.5423,general_issue,0.47692
Samsung Galaxy Tab S7 FE,Smartphone,4.0,good language kitchen specific above tell relationship fact,AMAZON,2022-01-12,0.4404,none,0.135
Samsung Galaxy A14,Smartphone,5.0,worth it five if benefit course,FLIPKART,2024-10-07,0.5994,none,0.06
Samsung Galaxy A34,Smartphone,3.0,bad issue slow performance,flipkart,2023-05-03,-0.5423,performance,0.6269200000000001
Samsung Galaxy M14,Smartphone,4.0,not great account blue quite fire see beautiful hand,AMAZON,2023-03-21,0.3349,software,0.335
Samsung Galaxy A54,Smartphone,5.0,not great difference world fly push entire,amazon,2024-09-01,-0.5096,none,0.26384
Samsung Galaxy S23,Smartphone,2.0,waste of money issue overheating issue,FLIPKART,2024-07-18,-0.4215,heating,0.6536
Samsung Galaxy S22,Smartphone,3.0,average issue charging problem,amazon,2024-04-19,-0.4019,battery,0.5707600000000002
Samsung Galaxy Tab A8,Smartphone,4.0,waste of money expert guy beautiful line subject life allow,FLIPKART,2024-06-23,0.4588,battery,0.335
Samsung Galaxy S22,Smartphone,2.0,good few whose teach room operation send issue battery draining fast,AMAZON,2022-06-12,0.4404,battery,0.485
Samsung Galaxy M34,Smartphone,2.0,bad only newspaper food season later issue camera quality is poor,flipkart,2022-01-14,-0.765,camera,0.7910000000000001
Samsung Galaxy Tab A8,Smartphone,5.0,excellent network good ok follow,AMAZON,2023-05-17,0.8316,connectivity,0.26
Samsung Galaxy M53,Smartphone,4.0,not great marriage me join to future into crime,flipkart,2023-07-24,-0.6802,none,0.40708000000000005
Samsung Galaxy M53,Smartphone,5.0,average blue better how stage people check store,flipkart,2023-03-02,0.4404,none,0.06
Samsung Galaxy Book 3,Smartphone,5.0,worth it old huge study almost laugh rule for,amazon,2022-04-11,0.7584,software,0.26
Samsung Galaxy M14,Smartphone,3.0,not great anything pm fact want respond doctor us issue display flickering,flipkart,2023-01-14,-0.4577,display,0.59308
Samsung Galaxy S22,Smartphone,4.0,worth it school with while information question listen,amazon,2022-10-31,0.2263,none,0.135
Samsung Galaxy S22,Smartphone,5.0,excellent low professor sign,amazon,2022-04-23,0.3818,none,0.06
Samsung Galaxy M53,Smartphone,3.0,excellent require after commercial political everybody dark speak husband,FLIPKART,2023-12-16,0.5719,software,0.41
Samsung Galaxy S23,Smartphone,5.0,average city radio letter may,flipkart,2022-03-17,0.0,none,0.06
Samsung Galaxy A54,Smartphone,5.0,build quality feels premium,flipkart,2022-10-25,0.0,build_quality,0.26
Samsung Galaxy M34,Smartphone,4.0,not great upon wind inside east,amazon,2022-03-08,-0.5096,none,0.33884000000000003
Samsung Galaxy A14,Smartphone,5.0,worth it stay four level center class none offer,FLIPKART,2023-09-04,0.2263,none,0.06
Samsung Galaxy M34,Smartphone,4.0,not great recently magazine early spring rock far,AMAZON,2023-11-10,-0.5096,none,0.33884000000000003
Samsung Galaxy A54,Smartphone,4.0,good relationship old likely situation wear but,amazon,2022-06-29,0.2382,none,0.135
Samsung Galaxy M53,Smartphone,5.0,average discuss drug history enter apply,AMAZON,2022-04-11,0.0,software,0.26
Samsung Galaxy S22,Smartphone,4.0,average college difference central cause join section,FLIPKART,2022-08-12,0.296,none,0.135
Samsung Galaxy M53,Smartphone,5.0,good serious pretty you for believe,AMAZON,2024-05-03,0.7003,none,0.06
Samsung Galaxy Book 2,Smartphone,5.0,not great traditional nation wish meeting plan research,flipkart,2023-01-01,-0.1516,none,0.12064
Samsung Galaxy M14,Smartphone,4.0,good event able other keep act,flipkart,2022-11-27,0.4404,none,0.135
Samsung Buds 2,Accessories,4.0,good his discussion piece discover check style body,AMAZON,2023-08-06,0.4404,none,0.135
Samsung Buds 2,Accessories,2.0,bad food item successful blood citizen country issue charging problem,FLIPKART,2022-12-30,-0.34,battery,0.621
Samsung Galaxy Tab S7 FE,Smartphone,2.0,good issue slow performance,FLIPKART,2024-07-21,0.4404,performance,0.485
Samsung Galaxy A14,Smartphone,1.0,excellent how individual newspaper despite then law maybe issue slow performance,flipkart,2024-01-08,0.5719,performance,0.56
Samsung Charger 25W,Accessories,4.0,not great position for meet performance over politics great call,AMAZON,2022-03-15,-0.7641,software,0.6406400000000001
Samsung Buds 2,Accessories,4.0,average worker pass be court air,FLIPKART,2022-07-10,0.0,none,0.135
Samsung Galaxy A14,Smartphone,3.0,waste of money issue display flickering,flipkart,2023-09-05,-0.4215,display,0.5786
Samsung Galaxy S23,Smartphone,3.0,average role new two,AMAZON,2023-10-24,0.0,none,0.21
Samsung Galaxy Book 3,Smartphone,3.0,excellent not figure everybody may make issue slow performance,AMAZON,2024-01-25,0.5719,performance,0.41
Samsung Galaxy A54,Smartphone,2.0,excellent population reduce charge establish issue display flickering,FLIPKART,2024-02-16,0.5719,battery,0.485
Samsung Galaxy Tab S7 FE,Smartphone,4.0,worth it itself whom kid teacher discover staff lead,flipkart,2022-05-19,0.2263,none,0.135
Samsung Buds Live,Accessories,4.0,average recognize high live third,FLIPKART,2024-05-25,0.0,none,0.135
Samsung Buds 2,Accessories,4.0,bad area mother fill organization owner,amazon,2022-05-13,-0.5423,general_issue,0.55192
Samsung Buds Live,Accessories,4.0,not great glass less short where source against,flipkart,2023-08-23,-0.5096,none,0.33884000000000003
Samsung Soundbar,Other,4.0,not as expected returning it,AMAZON,2024-08-22,0.0,none,0.135
Samsung Washing Machine,Other,5.0,love the camera quality,flipkart,2022-10-03,0.6369,camera,0.26
Samsung Galaxy M53,Smartphone,2.0,bad similar lot stuff picture issue charging problem,amazon,2022-09-07,-0.7351,battery,0.77904
Samsung Galaxy A54,Smartphone,2.0,good word nor because class man issue charging problem,flipkart,2023-07-17,0.0516,battery,0.485
Samsung Galaxy A14,Smartphone,3.0,excellent worker support tough represent notice run loss issue display flickering,AMAZON,2023-11-06,0.5574,display,0.41
Samsung Galaxy A54,Smartphone,5.0,good figure model professor break there citizen anything,FLIPKART,2024-12-15,0.4404,none,0.06
Samsung Galaxy M14,Smartphone,3.0,waste of money issue slow performance,FLIPKART,2024-04-27,-0.4215,performance,0.5786
Samsung Galaxy M53,Smartphone,3.0,excellent guess behavior college public,AMAZON,2024-12-10,0.5719,none,0.21
Samsung Buds Live,Accessories,3.0,good edge everything question arm shake see,amazon,2023-03-06,0.296,none,0.21
Samsung Galaxy M53,Smartphone,4.0,waste of money professor general officer involve,flipkart,2023-03-05,-0.4215,general_issue,0.5036
Samsung Galaxy S23,Smartphone,4.0,worth it instead adult affect pull,flipkart,2022-04-30,0.2263,none,0.135
Samsung Galaxy Tab S7 FE,Smartphone,3.0,not great cultural candidate their some idea issue camera quality is poor,flipkart,2022-08-12,-0.7502,camera,0.71008
Samsung Galaxy Book 3,Smartphone,5.0,good east understand piece action recognize,AMAZON,2024-12-19,0.4404,none,0.06
Samsung Buds Live,Accessories,4.0,waste of money inside look degree sea pass fish use,flipkart,2022-06-29,-0.4215,general_issue,0.5036
Samsung Galaxy Book 2,Smartphone,2.0,worth it issue slow performance,flipkart,2024-09-17,0.2263,performance,0.485
Samsung Galaxy S22,Smartphone,5.0,excellent computer place make voice work turn mention,flipkart,2023-08-12,0.5719,none,0.06
Samsung Galaxy S23,Smartphone,3.0,bad issue overheating issue,FLIPKART,2024-05-24,-0.5423,heating,0.6269200000000001
Samsung Galaxy A34,Smartphone,4.0,bad wait seek ask concern language help,amazon,2023-10-11,-0.2023,general_issue,0.41592
Samsung Galaxy M34,Smartphone,3.0,waste of money issue slow performance,AMAZON,2023-06-16,-0.4215,performance,0.5786
Samsung Galaxy S21 FE,Smartphone,5.0,waste of money back arm firm set attention administration center,flipkart,2024-12-12,-0.4215,general_issue,0.42860000000000004
Samsung Galaxy M14,Smartphone,4.0,bad there international boy nearly dark little really,amazon,2023-12-26,-0.5423,general_issue,0.55192
Samsung Charger 25W,Accessories,1.0,average issue battery draining fast,FLIPKART,2022-09-23,0.0,battery,0.56
Samsung Galaxy M14,Smartphone,1.0,excellent create thus off make month,flipkart,2024-10-13,0.7003,none,0.36
Samsung Galaxy M14,Smartphone,3.0,bad organization history prevent once american consider can trade issue charging problem,amazon,2024-11-30,-0.7269,battery,0.70076
Samsung Galaxy A14,Smartphone,5.0,average bar new collection phone effort,FLIPKART,2024-10-16,0.0,none,0.06
Samsung Galaxy S23,Smartphone,4.0,waste of money everyone player explain debate,FLIPKART,2024-10-05,-0.4215,general_issue,0.5036
Samsung Galaxy Book 3,Smartphone,3.0,waste of money various else other safe appear discover instead inside,amazon,2023-01-04,0.0258,software,0.41
Samsung Galaxy S22,Smartphone,4.0,not great big fall full wife hair,amazon,2023-04-22,-0.5096,none,0.33884000000000003
Samsung Galaxy S22,Smartphone,4.0,bad white night garden meet appear,amazon,2023-08-18,-0.5423,software,0.55192
Samsung Buds 2,Accessories,5.0,good long performance move director respond again number,flipkart,2023-02-01,0.4939,none,0.06
Samsung Galaxy A54,Smartphone,5.0,average single administration administration later,amazon,2022-01-04,0.0,none,0.06
Samsung Galaxy S22,Smartphone,3.0,bad general race woman food stop student vote,amazon,2022-08-31,-0.6908,general_issue,0.68632
Samsung Galaxy Buds2,Smartphone,2.0,amazing display quality,FLIPKART,2022-02-19,0.5859,display,0.485
Samsung Galaxy M34,Smartphone,4.0,excellent modern plan modern option visit,AMAZON,2024-08-10,0.5719,none,0.135
Samsung Buds 2,Accessories,2.0,worth it cell series image example tell serve issue slow performance,AMAZON,2022-08-30,0.2263,performance,0.485
Samsung Galaxy Tab S7 FE,Smartphone,5.0,not great thousand season ability tonight total bill push,FLIPKART,2023-03-01,-0.2486,none,0.15944
Samsung Galaxy M14,Smartphone,5.0,excellent heavy economic while red another adult,AMAZON,2024-04-29,0.5719,sound,0.26
Samsung Galaxy A54,Smartphone,4.0,bad health professional power bit yourself protect site,FLIPKART,2024-04-27,-0.2263,battery,0.42552
Samsung Galaxy A34,Smartphone,3.0,worth it range large most laugh health stage issue display flickering,AMAZON,2022-04-04,0.6997,display,0.41
Samsung Galaxy M53,Smartphone,5.0,bad theory him region draw boy,amazon,2023-11-15,-0.5423,general_issue,0.47692
Samsung Galaxy A54,Smartphone,4.0,not great production move first live cut sell,AMAZON,2023-12-18,-0.6591,none,0.39864000000000005
Samsung Galaxy A34,Smartphone,2.0,excellent scene management few together your arm page book,flipkart,2023-03-11,0.5719,none,0.285
Samsung Buds Live,Accessories,4.0,average produce rate meeting test,amazon,2022-01-24,0.0,none,0.135
Samsung Galaxy S22,Smartphone,3.0,good much court trade outside situation play issue display flickering,amazon,2023-02-17,0.6486,display,0.41
Samsung Buds Live,Accessories,5.0,good film window respond strong surface tv,FLIPKART,2023-07-31,0.7351,none,0.06
Samsung Galaxy Tab A8,Smartphone,5.0,good training hot threat improve use,AMAZON,2023-06-06,0.34,heating,0.26
Samsung Galaxy Tab S7 FE,Smartphone,3.0,bad mrs trade final interesting record debate issue overheating issue,FLIPKART,2022-05-19,-0.2023,heating,0.49092
Samsung Galaxy Tab S7 FE,Smartphone,3.0,worth it blood expect us send pay suddenly involve issue slow performance,amazon,2023-09-23,0.128,performance,0.41
Samsung Galaxy A34,Smartphone,5.0,bad usually expect control stuff class anything,FLIPKART,2023-09-07,-0.5423,general_issue,0.47692
Samsung Charger 25W,Accessories,3.0,waste of money paper others reflect theory whether professional imagine season issue slow performance,FLIPKART,2024-11-03,-0.4215,performance,0.5786
Samsung Buds 2,Accessories,4.0,average out tell art animal center join,AMAZON,2023-10-26,0.296,none,0.135
Samsung Galaxy S22,Smartphone,4.0,good thing compare record participant statement themselves page discuss,flipkart,2022-01-13,0.4404,none,0.135
Samsung Galaxy M53,Smartphone,5.0,not great address else sea fly production special believe,AMAZON,2022-08-22,-0.1516,none,0.12064
Samsung Galaxy A54,Smartphone,3.0,waste of money her old government mouth drug,amazon,2023-11-14,-0.4215,general_issue,0.5786
Samsung Galaxy Book 2,Smartphone,5.0,worth it box prove rule fire senior keep south,amazon,2023-12-01,-0.128,none,0.1112
Samsung Galaxy M53,Smartphone,4.0,average court above hard difference miss difficult clear about,amazon,2024-03-22,-0.2263,none,0.22552
Samsung Buds Live,Accessories,5.0,waste of money authority away list save,amazon,2022-03-01,0.1779,general_issue,0.26
Samsung Galaxy M34,Smartphone,1.0,bad others box center project three improve daughter strategy,flipkart,2022-12-26,-0.1531,general_issue,0.62124
Samsung Galaxy S23,Smartphone,3.0,excellent computer style specific mr have stop television issue charging problem,FLIPKART,2023-02-02,-0.0516,battery,0.43063999999999997
Samsung Galaxy M14,Smartphone,3.0,bad record live practice product true fire important huge,FLIPKART,2023-11-08,0.0,general_issue,0.41
Samsung Buds Live,Accessories,1.0,waste of money issue overheating issue,flipkart,2023-11-24,-0.4215,heating,0.7286000000000001
Samsung Galaxy S23,Smartphone,4.0,average door hundred indicate,flipkart,2024-09-08,0.0,none,0.135
Samsung Galaxy A54,Smartphone,4.0,bad financial idea effect land soon,AMAZON,2024-08-29,-0.5423,general_issue,0.55192
Samsung Galaxy M14,Smartphone,4.0,excellent worry name need,AMAZON,2022-03-14,0.2023,none,0.135
Samsung Charger 25W,Accessories,5.0,waste of money reality different condition turn have account sister,amazon,2022-10-06,-0.4215,general_issue,0.42860000000000004
Samsung Galaxy M14,Smartphone,5.0,excellent senior best participant,amazon,2024-09-13,0.836,none,0.06
Samsung Galaxy S22,Smartphone,3.0,bad drug that game process give nature issue camera quality is poor,FLIPKART,2022-11-15,-0.765,camera,0.7160000000000002
Samsung Buds 2,Accessories,5.0,good partner attorney event kid feel clearly,flipkart,2024-08-01,0.6808,none,0.06
Samsung Galaxy M34,Smartphone,5.0,not great though product strategy agreement,flipkart,2023-11-18,-0.0243,none,0.06972
Samsung Buds Live,Accessories,5.0,waste of money entire public present some natural be sign whom,amazon,2024-08-05,-0.0772,general_issue,0.29088
Samsung Galaxy Tab A8,Smartphone,4.0,not great write floor true if thing,FLIPKART,2024-04-27,-0.1265,none,0.1856
Samsung Galaxy Tab A8,Smartphone,3.0,not great discussion actually discuss work end happy issue overheating issue,FLIPKART,2022-04-25,0.1043,heating,0.41
Samsung Galaxy Book 3,Smartphone,5.0,bad travel read explain,amazon,2024-12-03,-0.5423,general_issue,0.47692
Samsung Galaxy S22,Smartphone,4.0,bad center cell difference north fact keep,AMAZON,2023-09-06,-0.5423,general_issue,0.55192
Samsung Galaxy Book 3,Smartphone,4.0,good gas include yard,AMAZON,2023-10-09,0.4404,none,0.135
Samsung Galaxy A54,Smartphone,5.0,not great exist rule event red process church,flipkart,2022-02-08,-0.5096,none,0.26384
Samsung Galaxy S23,Smartphone,4.0,bad particularly kid environmental low,amazon,2023-03-03,-0.7063,general_issue,0.6175200000000001
Samsung Galaxy Tab A8,Smartphone,5.0,excellent close item pattern effort democratic,AMAZON,2023-11-11,0.5719,software,0.26
Samsung Buds Live,Accessories,3.0,bad ability road listen police into develop top that issue overheating issue,amazon,2023-12-26,-0.1027,heating,0.45108
Samsung Galaxy Tab A8,Smartphone,5.0,good all organization according understand drive entire however,flipkart,2022-05-16,0.4404,none,0.06
Samsung Galaxy S21 FE,Smartphone,5.0,worth it north politics focus,FLIPKART,2022-11-02,0.2263,camera,0.26
Samsung Galaxy M34,Smartphone,5.0,worth it less now weight send stand result,flipkart,2023-07-29,0.2263,none,0.06
Samsung Galaxy A54,Smartphone,3.0,not great apply worker foreign force health issue display flickering,amazon,2022-03-05,-0.5096,display,0.6138400000000002
Samsung Galaxy A14,Smartphone,2.0,average rule mission born serve action paper pull issue battery draining fast,AMAZON,2023-11-26,0.0,battery,0.485
Samsung Galaxy M14,Smartphone,5.0,bad difficult now piece yes relate very question,flipkart,2024-02-08,-0.5106,general_issue,0.46424000000000004
Samsung Galaxy Tab A8,Smartphone,4.0,bad thing set maybe certainly fish significant,FLIPKART,2024-12-30,-0.0772,general_issue,0.36588000000000004
Samsung Galaxy M14,Smartphone,5.0,excellent them wear international control,AMAZON,2022-12-06,0.5719,none,0.06
Samsung Galaxy M53,Smartphone,4.0,good water it after source,FLIPKART,2024-03-08,0.4404,none,0.135
Samsung Galaxy S21 FE,Smartphone,4.0,average job tonight exactly know anything,flipkart,2023-01-19,0.0,none,0.135
Samsung Buds Live,Accessories,3.0,good quickly usually thought girl give dog,FLIPKART,2022-08-28,0.4404,software,0.41
Samsung Charger 25W,Accessories,4.0,good house direction medical together,FLIPKART,2023-09-24,0.4404,none,0.135
Samsung Galaxy S22,Smartphone,5.0,excellent lawyer travel toward save listen travel person,amazon,2023-10-07,0.7845,none,0.06
Samsung Galaxy Tab A8,Smartphone,4.0,average full all there number mention bill ten entire,FLIPKART,2022-03-06,0.0772,none,0.135
Samsung Galaxy S22,Smartphone,3.0,waste of money company me gas interview,FLIPKART,2023-07-11,-0.4215,general_issue,0.5786
Samsung Galaxy M14,Smartphone,3.0,good yourself agency suddenly issue battery draining fast,amazon,2024-04-27,0.4404,battery,0.41
Samsung Galaxy S21 FE,Smartphone,4.0,excellent less surface understand,AMAZON,2022-06-27,0.5719,none,0.135
Samsung Galaxy A14,Smartphone,3.0,excellent great sister including pull others,AMAZON,2024-10-14,0.8316,none,0.21
Samsung Galaxy Tab S7 FE,Smartphone,4.0,bad produce dinner rate idea all our,flipkart,2023-05-02,-0.5423,general_issue,0.55192
Samsung Buds Live,Accessories,4.0,worth it speak unit guy wait must other,flipkart,2024-02-01,0.2263,none,0.135
Samsung Galaxy A34,Smartphone,5.0,worth it law herself son force outside wind pull,AMAZON,2024-07-14,0.2263,none,0.06
Samsung Galaxy Book 2,Smartphone,1.0,not great large poor exactly window bar author wife issue display flickering,amazon,2023-09-12,-0.1877,display,0.6350800000000001
Samsung Galaxy Tab A8,Smartphone,3.0,excellent institution debate item address authority theory can himself,AMAZON,2023-03-19,0.6124,none,0.21
Samsung Galaxy S22,Smartphone,4.0,average exist lot above although send stand,amazon,2024-12-11,0.0,none,0.135
Samsung Buds Live,Accessories,4.0,excellent debate doctor much,flipkart,2023-09-12,0.5719,none,0.135
Samsung Galaxy A54,Smartphone,2.0,good six opportunity among pattern party same speak issue charging problem,flipkart,2022-12-25,0.6908,battery,0.485
Samsung Galaxy M14,Smartphone,1.0,excellent animal quickly fine within threat senior whatever want issue slow performance,amazon,2022-08-18,0.34,performance,0.56
Samsung Galaxy S22,Smartphone,5.0,excellent happen product in science without add,amazon,2024-02-06,0.5719,software,0.26
Samsung Galaxy A54,Smartphone,4.0,worth it though recent large others,AMAZON,2022-03-18,0.2263,none,0.135
Samsung Galaxy Tab A8,Smartphone,4.0,waste of money high thing at result sing job,flipkart,2023-02-18,-0.4215,general_issue,0.5036
Samsung Galaxy Tab S7 FE,Smartphone,3.0,average as pretty firm source apply participant professional issue overheating issue,FLIPKART,2022-07-09,0.4939,heating,0.41
Samsung Galaxy S22,Smartphone,4.0,waste of money our interesting cup,FLIPKART,2024-06-27,-0.0258,general_issue,0.34532
Samsung Buds 2,Accessories,5.0,good until effect different establish not,FLIPKART,2024-11-02,0.4404,none,0.06
Samsung Galaxy Tab S7 FE,Smartphone,1.0,waste of money without get little issue battery draining fast,amazon,2022-02-21,-0.4215,battery,0.7286000000000001
Samsung Buds Live,Accessories,4.0,waste of money yes young power price,amazon,2024-09-15,-0.0258,battery,0.34532
Samsung Galaxy S21 FE,Smartphone,2.0,average serious leg design car see before similar,AMAZON,2024-10-21,-0.0772,none,0.31588
Samsung Galaxy A34,Smartphone,4.0,average usually choice money course,AMAZON,2022-11-12,0.0,none,0.135
Samsung Charger 25W,Accessories,4.0,bad good particularly challenge together local left month,amazon,2023-01-25,-0.0018,general_issue,0.33572
Samsung Galaxy Tab A8,Smartphone,3.0,excellent movie air significant direction,amazon,2023-11-28,0.6705,none,0.21
Samsung Buds 2,Accessories,3.0,average here section find study station sense issue battery draining fast,flipkart,2024-09-17,0.0,battery,0.41
Samsung Buds Live,Accessories,3.0,worth it along red year life half debate analysis night issue charging problem,flipkart,2024-12-08,-0.2023,battery,0.49092
Samsung Galaxy S23,Smartphone,4.0,good usually leader if degree reduce sense,AMAZON,2023-09-28,0.4404,none,0.135
Samsung Buds 2,Accessories,4.0,good affect these clear program wall painting,amazon,2023-11-02,0.6705,none,0.135
Samsung Galaxy S22,Smartphone,5.0,bad rest study prevent,FLIPKART,2022-10-21,-0.5267,general_issue,0.47068
Samsung Galaxy S21 FE,Smartphone,5.0,not great help successful body during executive speech people discussion,flipkart,2022-07-21,-0.8236,none,0.38944
Samsung Galaxy Book 3,Smartphone,3.0,waste of money particular lose material attention,flipkart,2024-11-23,-0.6705,build_quality,0.6782000000000001
Samsung Buds 2,Accessories,3.0,worth it close movie chance light safe occur board whom issue overheating issue,FLIPKART,2022-09-29,0.7003,heating,0.41
Samsung Buds 2,Accessories,5.0,bad position add discover,AMAZON,2023-02-25,-0.5423,software,0.47692
Samsung Galaxy M53,Smartphone,5.0,bad personal sure early nor child stuff,flipkart,2022-03-16,-0.296,general_issue,0.3784
Samsung Galaxy Tab A8,Smartphone,3.0,average treat whatever address sit never issue charging problem,amazon,2024-07-29,0.607,battery,0.41
Samsung Galaxy Tab A8,Smartphone,5.0,worth it across reason explain imagine speak system style,FLIPKART,2024-03-04,0.2263,software,0.26
Samsung Galaxy Tab S7 FE,Smartphone,3.0,good middle run order,amazon,2024-12-05,0.4404,none,0.21
Samsung Galaxy A34,Smartphone,4.0,excellent standard upon down,amazon,2022-08-26,0.5719,none,0.135
Samsung Galaxy Tab A8,Smartphone,4.0,excellent cut develop material little,flipkart,2022-01-09,0.3818,build_quality,0.335
Samsung Galaxy S21 FE,Smartphone,4.0,excellent leg measure nice feeling,amazon,2023-09-29,0.7906,none,0.135
Samsung Buds Live,Accessories,5.0,average animal actually ok serve animal it research,flipkart,2022-04-01,0.296,none,0.06
Samsung Galaxy M14,Smartphone,2.0,bad we no particularly lawyer none company issue camera quality is poor,FLIPKART,2022-06-28,-0.8316,camera,0.8176400000000001
Samsung Galaxy S23,Smartphone,2.0,excellent between guess short dream design be issue battery draining fast,AMAZON,2023-11-14,0.6908,battery,0.485
Samsung Charger 25W,Accessories,5.0,waste of money feel relationship cut my dinner director,flipkart,2024-08-14,-0.5994,general_issue,0.49976000000000004
Samsung Galaxy M34,Smartphone,5.0,good lot stay magazine treatment rather letter also today,AMAZON,2022-04-05,0.4404,none,0.06
Samsung Buds 2,Accessories,4.0,excellent behind attention behavior seven walk,AMAZON,2022-07-31,0.5719,none,0.135
